# l                Dl               -dDl             +dDl             
  1.85600000e+03  -9.54099298e+00   3.39347238e+01   3.39347238e+01
  1.85700000e+03   3.25724610e+01   3.39946847e+01   3.39946847e+01
  1.85800000e+03  -5.46052046e+01   3.40549478e+01   3.40549478e+01
  1.85900000e+03  -3.97122668e+01   3.41155045e+01   3.41155045e+01
  1.86000000e+03   8.07377573e+01   3.41763685e+01   3.41763685e+01
  1.86100000e+03   2.31890193e+01   3.42375507e+01   3.42375507e+01
  1.86200000e+03  -5.97609374e+01   3.42990352e+01   3.42990352e+01
  1.86300000e+03   3.18812516e+01   3.43608386e+01   3.43608386e+01
  1.86400000e+03   3.87043382e+01   3.44229716e+01   3.44229716e+01
  1.86500000e+03  -2.75083864e+00   3.44854465e+01   3.44854465e+01
  1.86600000e+03  -4.69128198e+01   3.45482341e+01   3.45482341e+01
  1.86700000e+03   1.78426462e+01   3.46113595e+01   3.46113595e+01
  1.86800000e+03   2.29548268e+00   3.46748409e+01   3.46748409e+01
  1.86900000e+03  -4.09894176e+01   3.47386499e+01   3.47386499e+01
  1.87000000e+03  -4.61045092e+01   3.48028078e+01   3.48028078e+01
  1.87100000e+03  -5.77734858e+01   3.48673364e+01   3.48673364e+01
  1.87200000e+03   2.66794572e+01   3.49322061e+01   3.49322061e+01
  1.87300000e+03   3.24160210e+01   3.49974470e+01   3.49974470e+01
  1.87400000e+03   2.72193043e+01   3.50630363e+01   3.50630363e+01
  1.87500000e+03  -5.96435829e+00   3.51290158e+01   3.51290158e+01
  1.87600000e+03  -4.11040720e+01   3.51953634e+01   3.51953634e+01
  1.87700000e+03   1.48611056e+01   3.52620692e+01   3.52620692e+01
  1.87800000e+03   1.01158830e+01   3.53291742e+01   3.53291742e+01
  1.87900000e+03   1.35171355e+01   3.53966662e+01   3.53966662e+01
  1.88000000e+03   1.51863858e+01   3.54645273e+01   3.54645273e+01
  1.88100000e+03   4.96490875e+01   3.55328062e+01   3.55328062e+01
  1.88200000e+03  -8.40187567e+00   3.56014761e+01   3.56014761e+01
  1.88300000e+03   2.77349635e+01   3.56705282e+01   3.56705282e+01
  1.88400000e+03   1.30125217e+01   3.57400002e+01   3.57400002e+01
  1.88500000e+03  -7.39289532e+01   3.58098844e+01   3.58098844e+01
  1.88600000e+03   3.13530292e+01   3.58801754e+01   3.58801754e+01
  1.88700000e+03   4.35555309e+01   3.59508790e+01   3.59508790e+01
  1.88800000e+03  -1.72622636e+01   3.60219947e+01   3.60219947e+01
  1.88900000e+03  -8.71981944e+01   3.60935339e+01   3.60935339e+01
  1.89000000e+03   6.57994650e+00   3.61654931e+01   3.61654931e+01
  1.89100000e+03   2.39999608e+01   3.62378757e+01   3.62378757e+01
  1.89200000e+03  -7.74727542e+00   3.63106860e+01   3.63106860e+01
  1.89300000e+03  -7.53923486e+00   3.63839271e+01   3.63839271e+01
  1.89400000e+03  -3.73042117e-01   3.64576048e+01   3.64576048e+01
  1.89500000e+03  -2.48930227e+01   3.65317080e+01   3.65317080e+01
  1.89600000e+03   3.24788945e+01   3.66062653e+01   3.66062653e+01
  1.89700000e+03   2.26041741e+01   3.66812643e+01   3.66812643e+01
  1.89800000e+03   1.34545090e+00   3.67567014e+01   3.67567014e+01
  1.89900000e+03  -4.45734031e+01   3.68325845e+01   3.68325845e+01
  1.90000000e+03  -4.28431646e+01   3.69089187e+01   3.69089187e+01
  1.90100000e+03   5.29129507e+01   3.69857250e+01   3.69857250e+01
  1.90200000e+03  -2.38115275e+01   3.70629600e+01   3.70629600e+01
  1.90300000e+03  -1.01951002e+02   3.71406524e+01   3.71406524e+01
  1.90400000e+03   7.15915359e+01   3.72188228e+01   3.72188228e+01
  1.90500000e+03   8.83767944e+01   3.72974251e+01   3.72974251e+01
  1.90600000e+03  -4.52996789e+01   3.73764820e+01   3.73764820e+01
  1.90700000e+03  -4.72727587e+00   3.74560225e+01   3.74560225e+01
  1.90800000e+03  -1.20867140e+02   3.75359979e+01   3.75359979e+01
  1.90900000e+03  -2.30505115e+01   3.76164379e+01   3.76164379e+01
  1.91000000e+03  -2.70881340e+01   3.76973534e+01   3.76973534e+01
  1.91100000e+03  -4.90130967e+00   3.77787128e+01   3.77787128e+01
  1.91200000e+03  -2.69085942e+01   3.78605636e+01   3.78605636e+01
  1.91300000e+03  -3.60276684e+01   3.79428591e+01   3.79428591e+01
  1.91400000e+03   5.03722939e+01   3.80256323e+01   3.80256323e+01
  1.91500000e+03  -1.00038620e+01   3.81088551e+01   3.81088551e+01
  1.91600000e+03   1.77193957e+01   3.81925623e+01   3.81925623e+01
  1.91700000e+03  -3.41977557e+01   3.82767352e+01   3.82767352e+01
  1.91800000e+03  -1.70950225e+01   3.83613598e+01   3.83613598e+01
  1.91900000e+03  -5.88635271e+00   3.84464702e+01   3.84464702e+01
  1.92000000e+03  -1.98182897e+01   3.85320499e+01   3.85320499e+01
  1.92100000e+03  -7.29316939e+00   3.86180749e+01   3.86180749e+01
  1.92200000e+03   7.12781269e+00   3.87045932e+01   3.87045932e+01
  1.92300000e+03  -2.39554628e+01   3.87915744e+01   3.87915744e+01
  1.92400000e+03   5.93319934e+00   3.88790228e+01   3.88790228e+01
  1.92500000e+03  -8.27080679e+01   3.89669382e+01   3.89669382e+01
  1.92600000e+03   5.97398968e+01   3.90553037e+01   3.90553037e+01
  1.92700000e+03  -1.03952562e+01   3.91441546e+01   3.91441546e+01
  1.92800000e+03  -1.14130825e+01   3.92334767e+01   3.92334767e+01
  1.92900000e+03   3.33531552e+01   3.93232700e+01   3.93232700e+01
  1.93000000e+03  -9.35773244e+01   3.94135229e+01   3.94135229e+01
  1.93100000e+03  -4.72968591e+01   3.95042360e+01   3.95042360e+01
  1.93200000e+03   2.16621669e+01   3.95954234e+01   3.95954234e+01
  1.93300000e+03   2.14967304e+01   3.96870752e+01   3.96870752e+01
  1.93400000e+03   3.63189748e+01   3.97791905e+01   3.97791905e+01
  1.93500000e+03  -7.92564937e+00   3.98717673e+01   3.98717673e+01
  1.93600000e+03  -7.97514272e+01   3.99648087e+01   3.99648087e+01
  1.93700000e+03   3.92488654e+01   4.00583146e+01   4.00583146e+01
  1.93800000e+03  -1.26369816e+00   4.01522752e+01   4.01522752e+01
  1.93900000e+03  -3.84156475e+01   4.02467105e+01   4.02467105e+01
  1.94000000e+03   1.84288341e+01   4.03415893e+01   4.03415893e+01
  1.94100000e+03  -4.61314688e+01   4.04369168e+01   4.04369168e+01
  1.94200000e+03  -3.00877679e+01   4.05326904e+01   4.05326904e+01
  1.94300000e+03  -2.55200724e+01   4.06289221e+01   4.06289221e+01
  1.94400000e+03  -5.82196417e+01   4.07256288e+01   4.07256288e+01
  1.94500000e+03   2.99601267e+01   4.08227640e+01   4.08227640e+01
  1.94600000e+03   9.16319119e+00   4.09203354e+01   4.09203354e+01
  1.94700000e+03   4.78770926e+01   4.10183734e+01   4.10183734e+01
  1.94800000e+03  -3.87319962e+01   4.11168299e+01   4.11168299e+01
  1.94900000e+03   1.77552599e+01   4.12157245e+01   4.12157245e+01
  1.95000000e+03  -1.17493286e+01   4.13150831e+01   4.13150831e+01
  1.95100000e+03   4.40935855e+01   4.14148550e+01   4.14148550e+01
  1.95200000e+03  -2.55855495e+01   4.15150808e+01   4.15150808e+01
  1.95300000e+03   1.98198790e+00   4.16157165e+01   4.16157165e+01
  1.95400000e+03   5.51253473e+00   4.17168050e+01   4.17168050e+01
  1.95500000e+03  -3.30270473e+01   4.18182995e+01   4.18182995e+01
  1.95600000e+03   9.74172935e+00   4.19202421e+01   4.19202421e+01
  1.95700000e+03   1.15196768e+01   4.20225829e+01   4.20225829e+01
  1.95800000e+03  -1.86476831e+01   4.21253676e+01   4.21253676e+01
  1.95900000e+03  -4.47484102e+01   4.22285520e+01   4.22285520e+01
  1.96000000e+03  -1.30611619e+01   4.23321745e+01   4.23321745e+01
  1.96100000e+03  -8.81310699e+01   4.24362210e+01   4.24362210e+01
  1.96200000e+03   2.62892693e+01   4.25406448e+01   4.25406448e+01
  1.96300000e+03  -7.03632113e+01   4.26455024e+01   4.26455024e+01
  1.96400000e+03   1.19878332e+01   4.27507651e+01   4.27507651e+01
  1.96500000e+03   4.76045427e+01   4.28564134e+01   4.28564134e+01
  1.96600000e+03  -1.23389824e+01   4.29624889e+01   4.29624889e+01
  1.96700000e+03  -2.82897982e+01   4.30689587e+01   4.30689587e+01
  1.96800000e+03  -3.82629957e+01   4.31758277e+01   4.31758277e+01
  1.96900000e+03  -3.05595944e+01   4.32830957e+01   4.32830957e+01
  1.97000000e+03   9.11532618e+00   4.33907308e+01   4.33907308e+01
  1.97100000e+03  -1.86383440e+01   4.34987790e+01   4.34987790e+01
  1.97200000e+03  -3.30269101e+01   4.36072153e+01   4.36072153e+01
  1.97300000e+03  -7.60801114e+01   4.37160392e+01   4.37160392e+01
  1.97400000e+03  -9.38681145e+01   4.38252367e+01   4.38252367e+01
  1.97500000e+03   4.32902006e+01   4.39348164e+01   4.39348164e+01
  1.97600000e+03  -3.37691422e+00   4.40447794e+01   4.40447794e+01
  1.97700000e+03  -6.48785942e+01   4.41551163e+01   4.41551163e+01
  1.97800000e+03  -6.80816680e+01   4.42658162e+01   4.42658162e+01
  1.97900000e+03  -5.75353361e+01   4.43768815e+01   4.43768815e+01
  1.98000000e+03   2.56322755e+01   4.44883155e+01   4.44883155e+01
  1.98100000e+03  -3.08425558e+00   4.46001031e+01   4.46001031e+01
  1.98200000e+03  -3.75994598e+01   4.47122572e+01   4.47122572e+01
  1.98300000e+03  -3.19666196e+01   4.48247652e+01   4.48247652e+01
  1.98400000e+03  -4.04894953e+01   4.49376456e+01   4.49376456e+01
  1.98500000e+03  -3.10275548e+01   4.50508574e+01   4.50508574e+01
  1.98600000e+03  -1.68533450e+01   4.51644151e+01   4.51644151e+01
  1.98700000e+03   5.30401380e+01   4.52783225e+01   4.52783225e+01
  1.98800000e+03  -2.63621532e+01   4.53925688e+01   4.53925688e+01
  1.98900000e+03  -5.98092693e+01   4.55072532e+01   4.55072532e+01
  1.99000000e+03   6.18023625e+00   4.56221748e+01   4.56221748e+01
  1.99100000e+03  -3.77139169e+01   4.57374541e+01   4.57374541e+01
  1.99200000e+03  -3.81324030e+01   4.58530731e+01   4.58530731e+01
  1.99300000e+03  -5.07811362e+01   4.59699156e+01   4.59699156e+01
  1.99400000e+03  -7.32966267e+01   4.60861664e+01   4.60861664e+01
  1.99500000e+03  -4.85357625e-01   4.62297987e+01   4.62297987e+01
  1.99600000e+03  -1.09739733e+02   4.63467779e+01   4.63467779e+01
